Site,Exposure,year,depth,transect,Family,Functional.Group,species,abundance
Big Vickis,Sheltered,2015,deep,3,Scaridae,Excavator,chs.micr,1
Big Vickis,Sheltered,2015,deep,3,Scaridae,Excavator,chs.sord,1
Big Vickis,Sheltered,2015,deep,3,Scaridae,Scraper,hip.long,1
Big Vickis,Sheltered,2015,deep,3,Scaridae,Scraper,sca.flav,8
Big Vickis,Sheltered,2015,deep,3,Scaridae,Scraper,sca.rivu,2
Big Vickis,Sheltered,2015,deep,3,Scaridae,Scraper,sca.schl,4
Big Vickis,Sheltered,2015,deep,3,Serranidae,Carnivore,cep.cyan,1
Big Vickis,Sheltered,2015,deep,3,Serranidae,Hunting piscivore,pms.leop,2
Big Vickis,Sheltered,2015,deep,3,Siganidae,Browser,sig.doli,4
Big Vickis,Sheltered,2015,deep,3,Siganidae,Browser,sig.punc,2
Big Vickis,Sheltered,2015,shallow,1,Acanthuridae,Cropper,aca.ncus,7
Big Vickis,Sheltered,2015,shallow,1,Acanthuridae,Cropper,zeb.scop,6
Big Vickis,Sheltered,2015,shallow,1,Acanthuridae,Cropper,zeb.veli,1
Big Vickis,Sheltered,2015,shallow,1,Acanthuridae,Grazer,aca.bloc,1
Big Vickis,Sheltered,2015,shallow,1,Acanthuridae,Grazer,cte.stri,15
Big Vickis,Sheltered,2015,shallow,1,Caesionidae,Planktivore,cae.cuni,22
Big Vickis,Sheltered,2015,shallow,1,Caesionidae,Planktivore,pte.tile,10
Big Vickis,Sheltered,2015,shallow,1,Caesionidae,Planktivore,pte.tril,110
Big Vickis,Sheltered,2015,shallow,1,Carangidae,Hunting piscivore,crx.mela,2
Big Vickis,Sheltered,2015,shallow,1,Chaetodontidae,Facultative corallivore,cha.mela,3
Big Vickis,Sheltered,2015,shallow,1,Chaetodontidae,Obligate corallivore,cha.afas,1
Big Vickis,Sheltered,2015,shallow,1,Chaetodontidae,Obligate corallivore,cha.baro,6
Big Vickis,Sheltered,2015,shallow,1,Chaetodontidae,Obligate corallivore,cha.ttus,4
Big Vickis,Sheltered,2015,shallow,1,Chaetodontidae,Omnivore,cha.mert,1
Big Vickis,Sheltered,2015,shallow,1,Chaetodontidae,Omnivore,cha.vaga,2
Big Vickis,Sheltered,2015,shallow,1,Haemulidae,Carnivore,dia.pict,1
Big Vickis,Sheltered,2015,shallow,1,Kyphosidae,Browser,kyp.vaig,1
Big Vickis,Sheltered,2015,shallow,1,Labridae,Carnivore,epb.insi,1
Big Vickis,Sheltered,2015,shallow,1,Labridae,Hunting piscivore,tha.luna,1
Big Vickis,Sheltered,2015,shallow,1,Labridae,Macroinvertivore,che.chlo,1
Big Vickis,Sheltered,2015,shallow,1,Labridae,Macroinvertivore,che.tril,2
Big Vickis,Sheltered,2015,shallow,1,Labridae,Macroinvertivore,hem.melt,5
Big Vickis,Sheltered,2015,shallow,1,Labridae,Microinvertivore,lab.dimi,2
Big Vickis,Sheltered,2015,shallow,1,Labridae,Omnivore,tha.hard,2
Big Vickis,Sheltered,2015,shallow,1,Labridae,Omnivore,tha.lute,1
Big Vickis,Sheltered,2015,shallow,1,Lutjanidae,Carnivore,lut.carp,1
Big Vickis,Sheltered,2015,shallow,1,Lutjanidae,Hunting piscivore,lut.mono,3
Big Vickis,Sheltered,2015,shallow,1,Nemipteridae,Macroinvertivore,sco.bili,2
Big Vickis,Sheltered,2015,shallow,1,Pomacanthidae,Omnivore,poc.sexs,1
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Extensive farmer,hgy.plag,3
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Extensive farmer,pgy.lacr,4
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Extensive farmer,pom.ward,14
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Indeterminate farmer,pom.adel,19
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Intensive farmer,ste.nigr,2
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Omnivore,amb.leuc,3
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Omnivore,amp.clar,3
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Omnivore,neg.mela,1
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Omnivore,pom.brac,8
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Omnivore,pom.molu,48
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Planktivore,acn.poly,9
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Planktivore,amb.cura,10
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Planktivore,chr.tern,5
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Planktivore,chr.viri,12
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Planktivore,pom.lepi,1
Big Vickis,Sheltered,2015,shallow,1,Pomacentridae,Planktivore,pom.naga,3
Big Vickis,Sheltered,2015,shallow,1,Scaridae,Excavator,chs.sord,1
Big Vickis,Sheltered,2015,shallow,1,Scaridae,Scraper,sca.nigr,3
Big Vickis,Sheltered,2015,shallow,1,Scaridae,Scraper,sca.rivu,2
Big Vickis,Sheltered,2015,shallow,1,Scaridae,Scraper,sca.schl,1
Big Vickis,Sheltered,2015,shallow,1,Serranidae,Carnivore,cep.cyan,4
Big Vickis,Sheltered,2015,shallow,1,Serranidae,Carnivore,cep.micr,1
Big Vickis,Sheltered,2015,shallow,1,Serranidae,Hunting piscivore,pms.leop,2
Big Vickis,Sheltered,2015,shallow,1,Siganidae,Browser,sig.doli,2
Big Vickis,Sheltered,2015,shallow,1,Siganidae,Browser,sig.vulp,4
Big Vickis,Sheltered,2015,shallow,2,Acanthuridae,Cropper,aca.ncus,6
Big Vickis,Sheltered,2015,shallow,2,Acanthuridae,Cropper,zeb.scop,13
Big Vickis,Sheltered,2015,shallow,2,Acanthuridae,Grazer,cte.stri,11
Big Vickis,Sheltered,2015,shallow,2,Acanthuridae,Planktivore,nas.annu,1
Big Vickis,Sheltered,2015,shallow,2,Caesionidae,Planktivore,cae.tere,55
Big Vickis,Sheltered,2015,shallow,2,Caesionidae,Planktivore,pte.tril,25
Big Vickis,Sheltered,2015,shallow,2,Chaetodontidae,Facultative corallivore,cha.citr,1
Big Vickis,Sheltered,2015,shallow,2,Chaetodontidae,Facultative corallivore,cha.mela,2
Big Vickis,Sheltered,2015,shallow,2,Chaetodontidae,Facultative corallivore,cha.ulie,2
Big Vickis,Sheltered,2015,shallow,2,Chaetodontidae,Microinvertivore,chm.rost,2
Big Vickis,Sheltered,2015,shallow,2,Chaetodontidae,Obligate corallivore,cha.afas,1
Big Vickis,Sheltered,2015,shallow,2,Chaetodontidae,Obligate corallivore,cha.baro,17
Big Vickis,Sheltered,2015,shallow,2,Chaetodontidae,Obligate corallivore,cha.pleb,1
Big Vickis,Sheltered,2015,shallow,2,Chaetodontidae,Obligate corallivore,cha.rain,1
Big Vickis,Sheltered,2015,shallow,2,Chaetodontidae,Obligate corallivore,cha.ttus,6
Big Vickis,Sheltered,2015,shallow,2,Chaetodontidae,Omnivore,cha.ephi,2
Big Vickis,Sheltered,2015,shallow,2,Labridae,Carnivore,che.undu,1
Big Vickis,Sheltered,2015,shallow,2,Labridae,Hunting piscivore,tha.luna,7
Big Vickis,Sheltered,2015,shallow,2,Labridae,Macroinvertivore,cho.fasc,1
Big Vickis,Sheltered,2015,shallow,2,Labridae,Macroinvertivore,hem.melt,2
Big Vickis,Sheltered,2015,shallow,2,Labridae,Microinvertivore,hal.mela,1
Big Vickis,Sheltered,2015,shallow,2,Labridae,Microinvertivore,lab.dimi,7
Big Vickis,Sheltered,2015,shallow,2,Lutjanidae,Carnivore,lut.carp,1
Big Vickis,Sheltered,2015,shallow,2,Lutjanidae,Carnivore,lut.kasm,9
Big Vickis,Sheltered,2015,shallow,2,Lutjanidae,Carnivore,lut.quin,53
Big Vickis,Sheltered,2015,shallow,2,Nemipteridae,Macroinvertivore,sco.bili,4
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Extensive farmer,hgy.plag,2
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Extensive farmer,pom.ward,3
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Indeterminate farmer,pom.adel,12
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Omnivore,amb.leuc,4
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Omnivore,neg.mela,1
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Omnivore,pom.brac,5
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Omnivore,pom.molu,63
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Planktivore,abu.whit,3
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Planktivore,acn.poly,7
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Planktivore,amb.cura,15
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Planktivore,chr.alis,12
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Planktivore,chr.tern,4
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Planktivore,chr.viri,1
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Planktivore,neo.azys,12
Big Vickis,Sheltered,2015,shallow,2,Pomacentridae,Planktivore,pom.lepi,1
Big Vickis,Sheltered,2015,shallow,2,Scaridae,Excavator,chs.micr,1
Big Vickis,Sheltered,2015,shallow,2,Scaridae,Excavator,chs.sord,14
Big Vickis,Sheltered,2015,shallow,2,Scaridae,Scraper,sca.dimi,1
Big Vickis,Sheltered,2015,shallow,2,Scaridae,Scraper,sca.nigr,1
Big Vickis,Sheltered,2015,shallow,2,Scaridae,Scraper,sca.ovic,1
Big Vickis,Sheltered,2015,shallow,2,Scaridae,Scraper,sca.rivu,2
Big Vickis,Sheltered,2015,shallow,2,Scaridae,Scraper,sca.schl,9
Big Vickis,Sheltered,2015,shallow,2,Serranidae,Carnivore,cep.cyan,2
Big Vickis,Sheltered,2015,shallow,2,Siganidae,Browser,sig.cora,2
Big Vickis,Sheltered,2015,shallow,3,Acanthuridae,Cropper,aca.ncus,5
Big Vickis,Sheltered,2015,shallow,3,Acanthuridae,Cropper,zeb.scop,1
Big Vickis,Sheltered,2015,shallow,3,Acanthuridae,Grazer,aca.bloc,5
Big Vickis,Sheltered,2015,shallow,3,Acanthuridae,Grazer,cte.bino,1
Big Vickis,Sheltered,2015,shallow,3,Acanthuridae,Grazer,cte.stri,3
Big Vickis,Sheltered,2015,shallow,3,Acanthuridae,Planktivore,nas.annu,3
Big Vickis,Sheltered,2015,shallow,3,Balistidae,Macroinvertivore,bal.viri,1
Big Vickis,Sheltered,2015,shallow,3,Caesionidae,Planktivore,cae.cuni,35
Big Vickis,Sheltered,2015,shallow,3,Chaetodontidae,Facultative corallivore,cha.ulie,1
Big Vickis,Sheltered,2015,shallow,3,Chaetodontidae,Obligate corallivore,cha.afas,3
Big Vickis,Sheltered,2015,shallow,3,Chaetodontidae,Obligate corallivore,cha.baro,8
Big Vickis,Sheltered,2015,shallow,3,Chaetodontidae,Obligate corallivore,cha.pleb,1
Big Vickis,Sheltered,2015,shallow,3,Chaetodontidae,Obligate corallivore,cha.ttus,2
Big Vickis,Sheltered,2015,shallow,3,Chaetodontidae,Omnivore,cha.ephi,2
Big Vickis,Sheltered,2015,shallow,3,Chaetodontidae,Omnivore,cha.vaga,2
Big Vickis,Sheltered,2015,shallow,3,Labridae,Hunting piscivore,tha.luna,3
Big Vickis,Sheltered,2015,shallow,3,Labridae,Microinvertivore,hal.mela,3
Big Vickis,Sheltered,2015,shallow,3,Labridae,Microinvertivore,lab.dimi,3
Big Vickis,Sheltered,2015,shallow,3,Labridae,Microinvertivore,stj.band,1
Big Vickis,Sheltered,2015,shallow,3,Lutjanidae,Carnivore,lut.carp,2
Big Vickis,Sheltered,2015,shallow,3,Lutjanidae,Carnivore,lut.gibb,3
Big Vickis,Sheltered,2015,shallow,3,Nemipteridae,Carnivore,sco.marg,1
Big Vickis,Sheltered,2015,shallow,3,Nemipteridae,Macroinvertivore,sco.bili,1
Big Vickis,Sheltered,2015,shallow,3,Pomacanthidae,Omnivore,poc.sexs,1
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Extensive farmer,pom.ward,1
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Indeterminate farmer,pom.adel,16
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Intensive farmer,dis.pros,1
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Omnivore,pom.ambo,3
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Omnivore,pom.brac,9
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Omnivore,pom.molu,16
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Omnivore,pre.biac,2
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Planktivore,abu.whit,1
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Planktivore,acn.poly,4
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Planktivore,amb.cura,11
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Planktivore,chr.viri,13
Big Vickis,Sheltered,2015,shallow,3,Pomacentridae,Planktivore,pom.naga,2
Big Vickis,Sheltered,2015,shallow,3,Scaridae,Excavator,chs.micr,2
Big Vickis,Sheltered,2015,shallow,3,Scaridae,Scraper,sca.nigr,6
Big Vickis,Sheltered,2015,shallow,3,Scaridae,Scraper,sca.rivu,13
Big Vickis,Sheltered,2015,shallow,3,Scaridae,Scraper,sca.schl,3
Big Vickis,Sheltered,2015,shallow,3,Serranidae,Carnivore,cep.cyan,2
Big Vickis,Sheltered,2015,shallow,3,Serranidae,Hunting piscivore,pms.leop,3
Big Vickis,Sheltered,2015,shallow,3,Siganidae,Browser,sig.doli,2
Blue Lagoon,Lagoon,2011,deep,1,Acanthuridae,Cropper,zeb.veli,1
Blue Lagoon,Lagoon,2011,deep,1,Acanthuridae,Grazer,aca.bloc,1
Blue Lagoon,Lagoon,2011,deep,1,Acanthuridae,Grazer,aca.xant,4
Blue Lagoon,Lagoon,2011,deep,1,Acanthuridae,Grazer,cte.stri,1
Blue Lagoon,Lagoon,2011,deep,1,Chaetodontidae,Facultative corallivore,cha.mela,1
Blue Lagoon,Lagoon,2011,deep,1,Chaetodontidae,Obligate corallivore,cha.pleb,1
Blue Lagoon,Lagoon,2011,deep,1,Haemulidae,Carnivore,dia.pict,1
Blue Lagoon,Lagoon,2011,deep,1,Labridae,Hunting piscivore,tha.luna,6
Blue Lagoon,Lagoon,2011,deep,1,Labridae,Macroinvertivore,che.fasc,1
Blue Lagoon,Lagoon,2011,deep,1,Labridae,Macroinvertivore,cor.batu,1
Blue Lagoon,Lagoon,2011,deep,1,Labridae,Macroinvertivore,wet.albi,1
Blue Lagoon,Lagoon,2011,deep,1,Labridae,Microinvertivore,lab.dimi,1
Blue Lagoon,Lagoon,2011,deep,1,Lethrinidae,Carnivore,let.nebu,3
Blue Lagoon,Lagoon,2011,deep,1,Nemipteridae,Carnivore,sco.marg,5
Blue Lagoon,Lagoon,2011,deep,1,Nemipteridae,Carnivore,sco.marg ,1
Blue Lagoon,Lagoon,2011,deep,1,Pomacentridae,Extensive farmer,hgy.plag,5
Blue Lagoon,Lagoon,2011,deep,1,Pomacentridae,Extensive farmer,pom.gram,8
Blue Lagoon,Lagoon,2011,deep,1,Pomacentridae,Indeterminate farmer,pom.adel,8
Blue Lagoon,Lagoon,2011,deep,1,Pomacentridae,Intensive farmer,dis.pers,2
Blue Lagoon,Lagoon,2011,deep,1,Pomacentridae,Intensive farmer,dis.pros,4
Blue Lagoon,Lagoon,2011,deep,1,Pomacentridae,Omnivore,pom.ambo,7
Blue Lagoon,Lagoon,2011,deep,1,Pomacentridae,Omnivore,pom.molu,23
Blue Lagoon,Lagoon,2011,deep,1,Pomacentridae,Planktivore,amb.cura,18
Blue Lagoon,Lagoon,2011,deep,1,Pomacentridae,Planktivore,chy.roll,14
Blue Lagoon,Lagoon,2011,deep,1,Scaridae,Excavator,chs.micr,4
Blue Lagoon,Lagoon,2011,deep,1,Scaridae,Scraper,sca.alti,1
Blue Lagoon,Lagoon,2011,deep,1,Scaridae,Scraper,sca.flav,5
Blue Lagoon,Lagoon,2011,deep,1,Siganidae,Browser,sig.doli,1
Blue Lagoon,Lagoon,2011,deep,2,Acanthuridae,Cropper,zeb.veli,3
Blue Lagoon,Lagoon,2011,deep,2,Acanthuridae,Grazer,cte.stri,3
Blue Lagoon,Lagoon,2011,deep,2,Chaetodontidae,Obligate corallivore,cha.ttus,2
Blue Lagoon,Lagoon,2011,deep,2,Chaetodontidae,Omnivore,cha.auri,1
Blue Lagoon,Lagoon,2011,deep,2,Ephippidae,Omnivore,plx.pinn,1
Blue Lagoon,Lagoon,2011,deep,2,Haemulidae,Carnivore,dia.pict,16
Blue Lagoon,Lagoon,2011,deep,2,Labridae,Hunting piscivore,tha.luna,2
Blue Lagoon,Lagoon,2011,deep,2,Labridae,Macroinvertivore,che.fasc,3
Blue Lagoon,Lagoon,2011,deep,2,Labridae,Macroinvertivore,hem.melt,1
Blue Lagoon,Lagoon,2011,deep,2,Labridae,Microinvertivore,hal.mela,2
Blue Lagoon,Lagoon,2011,deep,2,Labridae,Microinvertivore,lab.dimi,2
Blue Lagoon,Lagoon,2011,deep,2,Lethrinidae,Carnivore,let.nebu,6
Blue Lagoon,Lagoon,2011,deep,2,Lethrinidae,Macroinvertivore,mon.gran,1
Blue Lagoon,Lagoon,2011,deep,2,Lutjanidae,Carnivore,lut.carp,3
Blue Lagoon,Lagoon,2011,deep,2,Mullidae,Macroinvertivore,par.barb,3
Blue Lagoon,Lagoon,2011,deep,2,Nemipteridae,Carnivore,sco.marg,1
Blue Lagoon,Lagoon,2011,deep,2,Pomacanthidae,Omnivore,poc.sexs,1
Blue Lagoon,Lagoon,2011,deep,2,Pomacentridae,Extensive farmer,hgy.plag,6
Blue Lagoon,Lagoon,2011,deep,2,Pomacentridae,Extensive farmer,pom.gram,12
Blue Lagoon,Lagoon,2011,deep,2,Pomacentridae,Indeterminate farmer,pom.adel,9
Blue Lagoon,Lagoon,2011,deep,2,Pomacentridae,Intensive farmer,dis.pros,5
Blue Lagoon,Lagoon,2011,deep,2,Pomacentridae,Omnivore,pom.ambo,3
Blue Lagoon,Lagoon,2011,deep,2,Pomacentridae,Omnivore,pom.brac,2
Blue Lagoon,Lagoon,2011,deep,2,Pomacentridae,Omnivore,pom.molu,36
Blue Lagoon,Lagoon,2011,deep,2,Pomacentridae,Planktivore,amb.cura,13
Blue Lagoon,Lagoon,2011,deep,2,Pomacentridae,Planktivore,chy.roll,23
Blue Lagoon,Lagoon,2011,deep,2,Scaridae,Excavator,chs.blee,1
Blue Lagoon,Lagoon,2011,deep,2,Scaridae,Excavator,chs.micr,5
Blue Lagoon,Lagoon,2011,deep,2,Scaridae,Excavator,chs.sord,1
Blue Lagoon,Lagoon,2011,deep,2,Scaridae,Scraper,sca.dimi,1
Blue Lagoon,Lagoon,2011,deep,2,Scaridae,Scraper,sca.flav,3
Blue Lagoon,Lagoon,2011,deep,2,Serranidae,Carnivore,cep.cyan,1
Blue Lagoon,Lagoon,2011,deep,2,Siganidae,Browser,sig.doli,2
Blue Lagoon,Lagoon,2011,deep,2,Siganidae,Spongivore,sig.puel,1
Blue Lagoon,Lagoon,2011,deep,3,Acanthuridae,Grazer,aca.nuda,1
Blue Lagoon,Lagoon,2011,deep,3,Acanthuridae,Grazer,aca.xant,6
Blue Lagoon,Lagoon,2011,deep,3,Carangidae,Hunting piscivore,crx.mela,11
Blue Lagoon,Lagoon,2011,deep,3,Carangidae,Macroinvertivore,tra.bloc,15
Blue Lagoon,Lagoon,2011,deep,3,Chaetodontidae,Obligate corallivore,cha.pleb,1
Blue Lagoon,Lagoon,2011,deep,3,Ephippidae,Omnivore,plx.orbi,1
Blue Lagoon,Lagoon,2011,deep,3,Haemulidae,Carnivore,dia.pict,10
Blue Lagoon,Lagoon,2011,deep,3,Labridae,Carnivore,che.undu,3
Blue Lagoon,Lagoon,2011,deep,3,Labridae,Carnivore,epb.insi,1
Blue Lagoon,Lagoon,2011,deep,3,Labridae,Hunting piscivore,oxy.diag,1
Blue Lagoon,Lagoon,2011,deep,3,Labridae,Hunting piscivore,tha.luna,5
Blue Lagoon,Lagoon,2011,deep,3,Labridae,Macroinvertivore,che.fasc,1
Blue Lagoon,Lagoon,2011,deep,3,Labridae,Macroinvertivore,cho.fasc,1
Blue Lagoon,Lagoon,2011,deep,3,Labridae,Macroinvertivore,hem.melt,1
Blue Lagoon,Lagoon,2011,deep,3,Labridae,Microinvertivore,hal.mela,1
Blue Lagoon,Lagoon,2011,deep,3,Lethrinidae,Carnivore,let.nebu,8
Blue Lagoon,Lagoon,2011,deep,3,Lethrinidae,Carnivore,let.oliv,1
Blue Lagoon,Lagoon,2011,deep,3,Lethrinidae,Macroinvertivore,gym.micr,1
Blue Lagoon,Lagoon,2011,deep,3,Lutjanidae,Carnivore,lut.kasm,5
Blue Lagoon,Lagoon,2011,deep,3,Lutjanidae,Carnivore,lut.quin,95
Blue Lagoon,Lagoon,2011,deep,3,Mullidae,Macroinvertivore,par.barb,1
Blue Lagoon,Lagoon,2011,deep,3,Nemipteridae,Carnivore,sco.marg,4
Blue Lagoon,Lagoon,2011,deep,3,Pomacanthidae,Omnivore,poc.sexs,1
Blue Lagoon,Lagoon,2011,deep,3,Pomacentridae,Extensive farmer,hgy.plag,2
Blue Lagoon,Lagoon,2011,deep,3,Pomacentridae,Extensive farmer,pom.gram,9
Blue Lagoon,Lagoon,2011,deep,3,Pomacentridae,Indeterminate farmer,pom.adel,11
Blue Lagoon,Lagoon,2011,deep,3,Pomacentridae,Intensive farmer,dis.pros,6
Blue Lagoon,Lagoon,2011,deep,3,Pomacentridae,Omnivore,pom.ambo,7
Blue Lagoon,Lagoon,2011,deep,3,Pomacentridae,Omnivore,pom.molu,34
Blue Lagoon,Lagoon,2011,deep,3,Pomacentridae,Planktivore,amb.cura,11
Blue Lagoon,Lagoon,2011,deep,3,Pomacentridae,Planktivore,chy.roll,13
Blue Lagoon,Lagoon,2011,deep,3,Pomacentridae,Planktivore,pom.naga,1
Blue Lagoon,Lagoon,2011,deep,3,Scaridae,Excavator,cet.bico,1
Blue Lagoon,Lagoon,2011,deep,3,Scaridae,Excavator,chs.micr,3
Blue Lagoon,Lagoon,2011,deep,3,Scaridae,Scraper,sca.psit,1
Blue Lagoon,Lagoon,2011,deep,3,Serranidae,Carnivore,cep.cyan,1
Blue Lagoon,Lagoon,2011,deep,3,Serranidae,Hunting piscivore,pms.leop,1
Blue Lagoon,Lagoon,2011,deep,3,Siganidae,Grazer,sig.line,1
Blue Lagoon,Lagoon,2011,deep,3,Sphyraenidae,Hunting piscivore,sph.flav,6
Blue Lagoon,Lagoon,2011,shallow,1,Acanthuridae,Browser,nas.tong,1
Blue Lagoon,Lagoon,2011,shallow,1,Acanthuridae,Cropper,zeb.veli,1
Blue Lagoon,Lagoon,2011,shallow,1,Acanthuridae,Grazer,aca.gram,6
Blue Lagoon,Lagoon,2011,shallow,1,Acanthuridae,Grazer,aca.xant,1
Blue Lagoon,Lagoon,2011,shallow,1,Caesionidae,Planktivore,cae.cuni,15
Blue Lagoon,Lagoon,2011,shallow,1,Carangidae,Macroinvertivore,tra.bloc,3
Blue Lagoon,Lagoon,2011,shallow,1,Chaetodontidae,Omnivore,hen.acum,2
Blue Lagoon,Lagoon,2011,shallow,1,Haemulidae,Carnivore,dia.pict,12
Blue Lagoon,Lagoon,2011,shallow,1,Labridae,Macroinvertivore,che.fasc,1
Blue Lagoon,Lagoon,2011,shallow,1,Labridae,Macroinvertivore,cho.fasc,2
Blue Lagoon,Lagoon,2011,shallow,1,Labridae,Macroinvertivore,hem.melt,1
Blue Lagoon,Lagoon,2011,shallow,1,Labridae,Microinvertivore,lab.dimi,1
Blue Lagoon,Lagoon,2011,shallow,1,Lethrinidae,Macroinvertivore,let.letj,12
Blue Lagoon,Lagoon,2011,shallow,1,Lutjanidae,Carnivore,lut.carp,3
Blue Lagoon,Lagoon,2011,shallow,1,Lutjanidae,Carnivore,lut.flma,2
Blue Lagoon,Lagoon,2011,shallow,1,Lutjanidae,Hunting piscivore,lut.boha,1
Blue Lagoon,Lagoon,2011,shallow,1,Nemipteridae,Macroinvertivore,sco.bili,1
Blue Lagoon,Lagoon,2011,shallow,1,Pomacanthidae,Omnivore,poc.sexs,1
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Extensive farmer,hgy.plag,8
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Extensive farmer,pom.gram,4
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Extensive farmer,pom.ward,2
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Indeterminate farmer,pom.adel,8
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Intensive farmer,dis.pros,3
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Omnivore,pom.ambo,4
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Omnivore,pom.molu,31
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Planktivore,acn.poly,10
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Planktivore,amb.cura,49
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Planktivore,chr.tern,1
Blue Lagoon,Lagoon,2011,shallow,1,Pomacentridae,Planktivore,chy.roll,17
Blue Lagoon,Lagoon,2011,shallow,1,Scaridae,Scraper,sca.alti,1
Blue Lagoon,Lagoon,2011,shallow,1,Scaridae,Scraper,sca.rivu,1
Blue Lagoon,Lagoon,2011,shallow,1,Serranidae,Hunting piscivore,pms.leop,1
Blue Lagoon,Lagoon,2011,shallow,1,Siganidae,Browser,sig.arge,2
Blue Lagoon,Lagoon,2011,shallow,1,Siganidae,Browser,sig.doli,1
Blue Lagoon,Lagoon,2011,shallow,1,Zanclidae,Omnivore,zan.corn,1
Blue Lagoon,Lagoon,2011,shallow,2,Acanthuridae,Cropper,zeb.veli,2
Blue Lagoon,Lagoon,2011,shallow,2,Acanthuridae,Grazer,aca.bloc,5
Blue Lagoon,Lagoon,2011,shallow,2,Acanthuridae,Grazer,aca.xant,1
Blue Lagoon,Lagoon,2011,shallow,2,Acanthuridae,Grazer,cte.stri,2
Blue Lagoon,Lagoon,2011,shallow,2,Caesionidae,Planktivore,cae.cuni,54
Blue Lagoon,Lagoon,2011,shallow,2,Carangidae,Carnivore,scm.lysa,2
Blue Lagoon,Lagoon,2011,shallow,2,Chaetodontidae,Facultative corallivore,cha.ulie,1
Blue Lagoon,Lagoon,2011,shallow,2,Haemulidae,Carnivore,dia.pict,4
Blue Lagoon,Lagoon,2011,shallow,2,Labridae,Carnivore,cir.punc,3
Blue Lagoon,Lagoon,2011,shallow,2,Labridae,Hunting piscivore,tha.luna,5
Blue Lagoon,Lagoon,2011,shallow,2,Labridae,Macroinvertivore,che.fasc,1
Blue Lagoon,Lagoon,2011,shallow,2,Labridae,Macroinvertivore,psd.molu,1
Blue Lagoon,Lagoon,2011,shallow,2,Labridae,Microinvertivore,lab.dimi,1
Blue Lagoon,Lagoon,2011,shallow,2,Lutjanidae,Carnivore,lut.carp,3
Blue Lagoon,Lagoon,2011,shallow,2,Lutjanidae,Carnivore,lut.flma,8
Blue Lagoon,Lagoon,2011,shallow,2,Nemipteridae,Carnivore,sco.mono,3
Blue Lagoon,Lagoon,2011,shallow,2,Nemipteridae,Macroinvertivore,sco.bili,3
Blue Lagoon,Lagoon,2011,shallow,2,Pomacentridae,Extensive farmer,hgy.plag,6
